hour,weather,traffic_density,historical_crash_proximity,risk_score
3,0,0.639,0.465,51.3
21,0,0.912,0.044,46.0
4,1,0.7,0.888,87.9
9,0,0.165,0.904,29.8
19,0,0.752,0.662,49.7
1,0,0.181,0.316,26.4
11,0,0.559,0.385,36.9
4,0,0.077,0.734,34.2
4,0,0.047,0.286,20.3
22,0,0.464,0.609,46.1
0,0,0.105,0.906,39.6
3,0,0.307,0.41,42.8
20,1,0.339,0.587,58.9
23,0,0.769,0.929,65.0
11,0,0.333,0.341,26.0
11,1,0.494,0.76,64.5
15,0,0.773,0.755,51.3
23,0,0.205,0.928,44.1
16,0,0.805,0.859,56.6
20,0,0.832,0.749,53.0
9,0,0.989,0.637,54.0
16,0,0.444,0.241,26.9
16,0,0.371,0.671,30.7
17,0,0.702,0.276,35.0
1,0,0.058,0.44,28.0
3,1,0.04,0.71,56.8
18,0,0.335,0.675,29.1
10,0,0.73,0.401,41.2
16,0,0.116,0.183,14.2
11,0,0.636,0.484,40.9
1,0,0.27,0.27,32.5
5,0,0.652,0.255,43.9
8,0,0.457,0.327,30.9
4,0,0.115,0.706,33.6
19,1,0.247,0.497,52.2
20,0,0.22,0.373,24.5
8,0,0.165,0.901,38.7
22,0,0.468,0.707,51.8
7,0,0.955,0.495,53.5
19,0,0.658,0.421,39.6
7,0,0.836,0.819,52.0
21,0,0.981,0.173,45.0
20,0,0.541,0.664,40.7
22,1,0.238,0.021,50.9
5,1,0.928,0.007,85.3
2,0,0.699,0.932,59.4
4,1,0.959,0.514,86.1
8,1,0.651,0.315,63.1
6,1,0.775,0.795,75.4
3,0,0.891,0.985,71.5
6,1,0.759,0.034,59.6
4,0,0.563,0.038,37.4
10,0,0.472,0.855,42.3
14,1,0.823,0.557,72.4
1,1,0.772,0.883,87.5
12,0,0.366,0.695,35.1
21,1,0.498,0.471,59.5
15,0,0.635,0.161,31.7
6,0,0.028,0.39,12.5
7,0,0.248,0.787,33.8
5,1,0.25,0.234,55.6
23,1,0.883,0.712,88.5
6,1,0.331,0.247,50.8
17,0,0.545,0.464,37.4
21,0,0.832,0.085,44.0
21,0,0.26,0.455,27.1
19,0,0.124,0.613,25.7
6,0,0.948,0.563,53.2
2,0,0.705,0.406,48.6
4,0,0.177,0.37,31.8
0,1,0.82,0.275,80.6
14,0,0.787,0.767,51.5
2,1,0.838,0.783,86.0
7,0,0.276,0.483,26.6
8,0,0.449,0.383,31.8
14,0,0.694,0.637,41.4
9,0,0.391,0.558,32.9
1,0,0.07,0.667,34.6
19,0,0.136,0.306,12.6
4,1,0.597,0.788,81.2
18,1,0.375,0.317,55.3
12,0,0.005,0.419,17.7
10,0,0.767,0.132,32.7
0,1,0.417,0.855,77.0
21,1,0.314,0.644,54.5
14,0,0.714,0.235,37.0
17,1,0.455,0.852,72.8
15,0,0.695,0.705,47.5
8,0,0.013,0.442,13.2
0,0,0.009,0.99,37.6
10,0,0.56,0.337,39.2
8,0,0.982,0.1,46.8
22,0,0.272,0.733,39.0
10,1,0.683,0.757,72.7
12,0,0.172,0.059,16.3
1,0,0.312,0.819,42.9
13,0,0.078,0.776,26.9
5,0,0.881,0.93,68.4
7,0,0.31,0.119,14.2
17,1,0.23,0.601,55.8
15,1,0.731,0.219,64.6
20,0,0.199,0.399,24.1
11,0,0.24,0.265,20.8
10,1,0.104,0.449,43.2
5,0,0.963,0.113,58.0
2,0,0.248,0.304,30.5
13,0,0.996,0.071,51.7
1,1,0.176,0.492,56.8
10,0,0.021,0.297,17.2
21,1,0.896,0.59,79.4
2,0,0.58,0.456,40.2
17,0,0.351,0.244,21.0
0,0,0.513,0.103,40.1
23,0,0.261,0.753,37.7
0,0,0.635,0.633,49.0
11,0,0.616,0.033,34.2
14,0,0.08,0.989,23.2
4,0,0.911,0.642,66.6
5,1,0.461,0.207,61.5
15,1,0.195,0.84,56.7
11,1,0.307,0.882,60.7
11,1,0.866,0.574,69.9
2,0,0.383,0.886,47.1
22,0,0.562,0.029,37.3
1,1,0.948,0.945,98.0
6,0,0.652,0.057,33.2
1,0,0.676,0.642,54.1
20,1,0.249,0.346,43.5
6,0,0.668,0.039,34.0
10,1,0.394,0.929,67.0
10,0,0.911,0.135,45.1
13,0,0.13,0.854,26.6
2,1,0.286,0.33,56.9
13,0,0.066,0.741,19.7
10,1,0.381,0.254,51.1
3,1,0.148,0.583,58.2
16,0,0.845,0.8,57.3
15,0,0.925,0.566,51.5
2,0,0.669,0.307,48.3
9,0,0.103,0.233,9.9
20,1,0.342,0.175,46.1
14,0,0.964,0.839,58.7
7,0,0.136,0.611,25.8
17,0,0.556,0.509,42.6
2,0,0.353,0.25,30.6
6,1,0.999,0.434,81.4
9,0,0.285,0.62,30.9
19,0,0.048,0.072,6.7
8,0,0.702,0.361,38.0
13,1,0.327,0.24,45.6
22,1,0.658,0.647,78.1
13,1,0.105,0.606,45.2
10,0,0.523,0.299,31.5
0,0,0.375,0.042,29.3
3,1,0.537,0.183,67.5
5,1,0.853,0.16,78.9
21,0,0.973,0.568,54.8
21,1,0.753,0.169,61.9
4,1,0.767,0.482,78.6
2,0,0.529,0.615,49.8
1,0,0.097,0.88,36.7
2,0,0.667,0.245,47.2
8,1,0.148,0.186,42.2
18,0,0.246,0.173,18.1
18,1,0.708,0.36,69.6
16,0,0.657,0.649,38.3
17,0,0.314,0.672,27.1
10,0,0.772,0.211,45.5
11,1,0.939,0.131,69.0
2,0,0.545,0.449,46.7
17,0,0.678,0.141,38.7
23,1,0.272,0.813,68.2
5,0,0.971,0.084,58.2
6,1,0.274,0.752,57.8
0,0,0.887,0.043,54.3
5,0,0.928,0.807,69.7
17,0,0.72,0.627,48.5
12,1,0.812,0.322,67.2
21,0,0.458,0.406,33.0
18,1,0.92,0.674,80.1
6,0,0.743,0.186,38.2
18,0,0.327,0.89,30.8
8,0,0.035,0.483,14.8
2,1,0.541,0.76,76.4
22,0,0.841,0.507,63.4
11,0,0.861,0.452,47.6
19,1,0.835,0.47,73.6
23,0,0.215,0.363,35.0
17,0,0.426,0.733,33.0
7,0,0.614,0.846,45.3
8,0,0.668,0.854,51.4
12,0,0.335,0.121,28.2
7,1,0.693,0.761,67.0
21,0,0.591,0.2,32.3
9,0,0.567,0.012,29.8
16,1,0.663,0.275,64.6
6,0,0.603,0.293,41.7
16,1,0.167,0.81,50.9
22,0,0.874,0.742,64.1
17,0,0.241,0.085,11.4
23,0,0.744,0.326,51.7
1,0,0.176,0.251,28.6
2,0,0.661,0.595,59.6
18,0,0.896,0.542,56.8
0,0,0.01,0.679,33.5
20,0,0.98,0.911,60.3
20,0,0.03,0.421,15.9
9,0,0.011,0.656,19.7
20,0,0.858,0.918,59.1
13,0,0.709,0.542,44.1
12,0,0.106,0.308,18.8
8,1,0.937,0.403,74.5
5,0,0.672,0.755,58.0
5,0,0.111,0.72,38.2
18,0,0.861,0.748,60.9
20,0,0.481,0.743,36.6
9,1,0.278,0.92,61.2
22,0,0.825,0.764,64.6
2,0,0.738,0.855,65.3
17,0,0.623,0.574,46.3
20,1,0.899,0.644,77.8
18,1,0.861,0.968,83.6
4,0,0.227,0.87,41.7
10,0,0.879,0.777,57.1
9,1,0.374,0.686,61.2
16,0,0.432,0.359,28.3
3,0,0.972,0.548,70.4
20,1,0.76,0.055,56.0
17,0,0.321,0.416,22.6
17,0,0.648,0.112,35.0
0,0,0.539,0.729,50.7
13,1,0.117,0.892,50.8
7,0,0.888,0.174,46.9
1,1,0.822,0.246,80.2
18,0,0.778,0.857,57.0
14,1,0.559,0.586,61.0
1,1,0.221,0.588,63.0
3,0,0.884,0.563,64.0
0,0,0.353,0.218,30.5
18,0,0.02,0.243,10.8
20,0,0.982,0.95,66.2
9,0,0.861,0.723,57.9
0,1,0.623,0.09,66.3
19,0,0.012,0.223,6.7
21,0,0.228,0.627,31.2
14,0,0.452,0.283,28.9
3,0,0.628,0.252,39.5
6,0,0.708,0.202,36.7
6,1,0.788,0.186,68.6
21,0,0.556,0.613,35.8
17,1,0.656,0.906,74.7
12,1,0.811,0.361,68.7
9,1,0.72,0.122,61.1
23,0,0.955,0.124,54.4
7,0,0.875,0.934,60.2
9,0,0.169,0.529,21.7
13,0,0.947,0.466,54.2
13,1,0.204,0.891,54.9
19,0,0.991,0.507,58.1
21,0,0.701,0.481,42.7
10,0,0.628,0.927,45.0
5,0,0.324,0.474,34.9
20,0,0.133,0.391,14.7
0,0,0.126,0.582,28.4
18,1,0.867,0.977,80.3
6,0,0.432,0.964,38.3
23,0,0.56,0.776,52.9
17,0,0.932,0.499,54.5
2,0,0.255,0.881,38.8
19,0,0.764,0.419,41.5
10,1,0.47,0.64,64.0
4,0,0.213,0.179,26.6
18,0,0.853,0.661,47.2
20,1,0.68,0.276,62.8
23,1,0.095,0.772,60.3
23,0,0.542,0.414,45.9
1,0,0.852,0.398,63.8
21,1,0.067,0.747,45.3
3,0,0.416,0.425,43.5
9,0,0.805,0.714,51.4
1,0,0.858,0.855,67.8
7,0,0.775,0.137,36.8
0,0,0.306,0.479,34.8
5,0,0.507,0.945,50.4
10,0,0.741,0.812,46.5
9,1,0.153,0.974,57.6
12,0,0.595,0.86,44.4
0,0,0.72,0.31,57.7
1,0,0.85,0.179,51.2
2,1,0.112,0.211,50.7
8,0,0.33,0.217,22.7
4,1,0.542,0.076,57.7
9,0,0.701,0.907,47.1
9,0,0.73,0.503,39.7
11,1,0.253,0.101,46.6
17,1,0.014,0.763,49.7
20,0,0.694,0.326,45.0
20,0,0.909,0.071,36.1
0,0,0.798,0.19,46.6
2,0,0.622,0.658,54.9
4,0,0.978,0.794,67.7
16,0,0.433,0.254,29.5
7,1,0.525,0.577,61.2
16,1,0.012,0.001,28.9
8,0,0.946,0.278,43.0
5,0,0.583,0.182,40.2
16,1,0.391,0.077,48.3
7,0,0.045,0.484,13.5
20,0,0.362,0.631,32.3
6,0,0.004,0.046,2.9
6,0,0.324,0.138,18.4
14,0,0.951,0.932,59.6
6,1,0.154,0.223,42.0
21,0,0.545,0.76,44.6
7,0,0.187,0.748,32.9
8,0,0.783,0.322,45.1
14,1,0.562,0.204,57.7
1,1,0.202,0.244,58.3
6,0,0.866,0.566,51.8
14,1,0.784,0.381,70.8
17,0,0.951,0.496,55.8
21,0,0.001,0.812,21.8
17,0,0.457,0.502,33.1
9,0,1.0,0.995,64.4
21,0,0.811,0.666,49.0
17,0,0.831,0.207,40.9
0,0,0.621,0.5,53.0
6,0,0.713,0.813,46.5
2,0,0.805,0.218,52.0
13,0,0.092,0.729,23.2
11,0,0.693,0.033,29.1
13,0,0.815,0.943,59.0
3,1,0.041,0.663,50.9
12,1,0.297,0.163,42.9
15,0,0.324,0.874,35.2
15,0,0.855,0.082,45.3
21,0,0.78,0.406,45.9
4,1,0.656,0.737,81.9
19,0,0.805,0.937,60.0
5,1,0.453,0.349,64.3
5,0,0.875,0.831,72.6
17,1,0.234,0.197,44.8
5,0,0.705,0.035,44.3
6,1,0.242,0.029,34.9
23,0,0.04,0.658,32.7
23,1,0.284,0.154,56.1
15,0,0.493,0.05,25.1
8,0,0.843,0.977,56.8
12,1,0.509,0.242,61.2
11,1,0.179,0.463,44.0
18,0,0.993,0.613,58.0
22,0,0.27,0.144,28.8
22,1,0.985,0.357,88.6
0,1,0.936,0.648,84.6
7,0,0.542,0.64,41.5
3,0,0.092,0.842,40.3
20,1,0.695,0.437,60.9
21,0,0.846,0.89,53.8
18,1,0.445,0.682,63.2
20,1,0.239,0.562,50.4
4,1,0.803,0.117,76.5
16,1,0.545,0.575,65.5
2,1,0.198,0.595,60.5
18,1,0.95,0.759,88.4
0,1,0.948,0.719,94.6
22,0,0.367,0.53,36.3
0,0,0.064,0.593,31.5
22,0,0.631,0.772,55.6
19,1,0.317,0.351,51.4
8,0,0.066,0.135,13.9
22,0,0.892,0.874,73.0
4,0,0.998,0.965,74.5
6,1,0.35,0.429,55.1
5,1,0.745,0.99,86.4
16,1,0.066,0.323,37.7
21,0,0.37,0.067,19.4
16,0,0.109,0.572,23.9
12,0,0.055,0.868,29.8
11,0,0.589,0.617,50.5
3,0,0.802,0.009,49.9
7,0,0.453,0.012,26.7
4,0,0.524,0.724,45.3
4,0,0.271,0.845,37.4
12,0,0.736,0.253,36.9
10,0,0.361,0.47,25.1
7,0,0.067,0.961,28.5
7,0,0.166,0.461,26.0
0,0,0.128,0.136,22.9
12,0,0.436,0.912,38.7
4,0,0.065,0.495,28.4
20,1,0.806,0.344,67.0
7,0,0.908,0.097,41.6
16,0,0.248,0.458,23.5
22,1,0.486,0.77,76.0
22,0,0.519,0.717,45.1
12,0,0.985,0.497,48.2
8,0,0.066,0.72,19.4
1,0,0.668,0.351,50.3
18,0,0.346,0.735,29.7
19,0,0.502,0.086,32.3
16,1,0.217,0.199,45.2
6,0,0.16,0.878,31.0
2,1,0.244,0.294,58.2
18,1,0.071,0.206,38.2
18,1,0.278,0.089,44.4
23,1,0.69,0.393,79.2
8,0,0.651,0.067,35.4
9,1,0.554,0.497,63.0
13,0,0.0,0.919,29.2
17,1,0.126,0.787,51.0
14,0,0.843,0.041,38.2
0,0,0.272,0.3,27.4
5,1,0.912,0.188,78.1
14,0,0.875,0.067,44.9
5,0,0.155,0.109,23.3
17,0,0.898,0.908,60.5
0,1,0.628,0.31,71.6
23,0,0.63,0.392,44.4
2,0,0.853,0.486,58.0
16,1,0.405,0.745,58.6
15,0,0.735,0.798,49.1
7,0,0.668,0.964,48.3
16,1,0.772,0.211,66.5
7,0,0.66,0.301,39.9
16,0,0.08,0.313,14.6
8,0,0.293,0.445,19.6
11,0,0.94,0.807,54.7
18,0,0.223,0.239,20.7
3,0,0.472,0.783,47.3
20,0,0.357,0.204,21.1
21,0,0.086,0.71,22.9
10,0,0.181,0.799,25.9
3,1,0.287,0.854,62.2
13,1,0.463,0.51,56.0
13,0,0.875,0.329,45.3
5,0,0.516,0.772,49.4
16,1,0.652,0.321,64.6
1,0,0.426,0.148,35.3
7,1,0.87,0.835,81.5
3,0,0.663,0.411,53.2
9,1,0.091,0.571,40.4
6,0,0.478,0.918,47.2
3,0,0.827,0.136,55.8
15,1,0.734,0.557,70.1
13,1,0.905,0.559,76.2
15,0,0.228,0.862,35.4
8,1,0.977,0.341,75.1
3,0,0.285,0.401,35.5
23,0,0.05,0.519,28.2
5,0,0.496,0.167,39.6
0,0,0.11,0.471,25.5
6,1,0.681,0.436,67.3
0,0,0.901,0.197,52.3
18,0,0.921,0.833,56.7
7,0,0.607,0.431,40.7
2,0,0.535,0.306,41.0
0,0,0.994,0.13,55.5
0,0,0.579,0.09,40.6
6,1,0.927,0.96,90.3
20,0,0.917,0.995,68.8
12,0,0.29,0.898,38.0
0,0,0.014,0.459,28.1
15,0,0.439,0.808,38.7
21,0,0.861,0.834,63.8
21,0,0.836,0.3,45.0
13,0,0.604,0.586,40.8
3,1,0.157,0.957,66.6
22,0,0.108,0.28,25.7
22,1,0.955,0.663,87.5
11,0,0.421,0.663,33.0
11,0,0.648,0.453,41.1
16,0,0.906,0.49,48.7
20,0,0.87,0.456,50.9
14,0,0.567,0.521,38.2
9,1,0.488,0.149,55.3
2,0,0.735,0.795,59.9
22,0,0.35,0.661,43.7
19,0,0.625,0.974,44.1
19,0,0.023,0.246,6.0
11,0,0.824,0.146,38.5
0,1,0.998,0.343,87.7
0,0,0.955,0.51,61.0
9,1,0.36,0.205,50.7
17,0,0.531,0.461,36.6
14,0,0.236,0.643,25.9
1,0,0.303,0.056,28.9
16,0,0.457,0.758,37.1
7,0,0.747,0.94,54.6
21,0,0.018,0.268,9.5
21,0,0.394,0.776,37.5
8,1,0.556,0.418,64.7
20,0,0.215,0.664,23.2
19,1,0.078,0.743,45.9
10,0,0.54,0.295,30.5
5,1,0.638,0.787,82.2
23,0,0.641,0.105,45.3
13,0,0.357,0.987,33.8
0,1,0.237,0.337,55.7
6,0,0.22,0.224,18.4
23,0,0.041,0.139,22.0
8,0,0.185,0.812,25.9
10,0,0.819,0.586,51.7
23,1,0.003,0.952,60.0
22,1,0.044,0.648,60.0
15,1,0.127,0.341,48.5
18,1,0.42,0.836,65.9
1,0,0.334,0.281,33.2
14,0,0.178,0.291,19.4
2,1,0.111,0.028,46.7
3,0,0.939,0.252,59.2
19,0,0.911,0.261,47.9
21,0,0.772,0.298,43.4
6,1,0.252,0.369,50.6
11,0,0.324,0.577,36.1
3,1,0.666,0.216,65.5
9,0,0.292,0.637,33.3
5,0,0.531,0.133,39.3
21,1,0.651,0.931,72.3
13,1,0.519,0.026,47.2
2,0,0.413,0.908,50.6
16,0,0.348,0.547,30.0
10,0,0.778,0.71,47.1
9,1,0.739,0.298,65.4
20,0,0.696,0.174,39.4
9,0,0.375,0.947,43.6
9,1,0.776,0.441,70.2
2,0,0.958,0.481,63.3
23,0,0.689,0.986,64.1
14,1,0.408,0.336,56.5
16,1,0.796,0.1,64.4
17,1,0.609,0.587,67.2
18,0,0.878,0.555,50.0
18,1,0.713,0.773,73.5
11,1,0.77,0.955,78.0
23,0,0.667,0.308,44.7
4,0,0.092,0.722,29.5
23,0,0.485,0.435,40.5
15,1,0.056,0.784,45.1
14,1,0.448,0.164,52.1
14,1,0.716,0.501,70.0
5,0,0.421,0.077,32.1
11,0,0.002,0.561,13.8
1,0,0.369,0.169,39.6
19,1,0.068,0.96,50.6
8,0,0.781,0.554,45.5
3,0,0.784,0.529,52.2
4,0,0.806,0.972,68.3
20,0,0.03,0.498,21.6
7,0,0.032,0.677,19.3
21,1,0.903,0.047,66.0
9,0,0.124,0.708,24.9
6,0,0.67,0.104,34.8
21,0,0.795,0.78,44.9
13,0,0.448,0.877,42.4
4,1,0.546,0.315,73.8
15,0,0.227,0.878,31.8
14,0,0.924,0.483,51.3
4,1,0.302,0.572,65.9
2,0,0.218,0.411,34.0
22,1,0.525,0.477,71.1
9,0,0.191,0.908,33.1
4,0,0.687,0.947,63.9
22,0,0.515,0.446,41.0
14,0,0.148,0.514,17.8
17,1,0.067,0.116,31.1
7,1,0.137,0.326,37.4
20,0,0.137,0.513,23.2
1,0,0.313,0.203,34.0
21,1,0.833,0.577,76.2
7,0,0.057,0.685,26.0
22,0,0.128,0.65,32.2
7,0,0.303,0.443,23.9
3,0,0.553,0.769,52.9
18,0,0.763,0.32,45.3
22,0,0.921,0.469,59.5
17,0,0.412,0.27,32.7
20,1,0.106,0.604,46.1
22,0,0.214,0.441,33.9
0,0,0.287,0.217,31.3
19,0,0.786,0.308,41.4
14,1,0.687,0.279,65.8
17,0,0.209,0.911,21.2
21,0,0.839,0.522,48.0
11,1,0.859,0.653,79.8
0,0,0.882,0.935,64.6
6,0,0.275,0.182,17.5
18,1,0.134,0.937,52.6
0,0,0.104,0.54,29.0
23,0,0.4,0.856,46.3
6,0,0.429,0.168,22.5
1,1,0.868,0.273,80.0
6,0,0.268,0.194,22.0
18,1,0.627,0.653,69.3
12,1,0.788,0.141,67.4
23,0,0.269,0.793,41.0
4,1,0.267,0.25,59.5
22,0,0.669,0.255,43.0
18,0,0.726,0.281,43.6
0,0,0.96,0.746,71.6
0,0,0.85,0.924,62.7
17,0,0.822,0.908,57.4
23,0,0.692,0.101,44.3
0,0,0.118,0.262,24.7
4,0,0.809,0.672,61.0
8,1,0.935,0.619,77.9
11,0,0.391,0.35,30.4
8,1,0.314,0.863,59.8
17,1,0.522,0.13,50.1
22,0,0.956,0.639,65.9
10,0,0.051,0.273,11.1
0,0,0.709,0.527,55.7
18,1,0.815,0.387,66.4
21,0,0.789,0.98,62.2
9,0,0.567,0.487,37.8
1,0,0.921,0.976,67.6
6,0,0.135,0.255,14.9
19,0,0.245,0.768,28.7
1,0,0.307,0.717,39.2
18,0,0.009,0.848,23.6
5,1,0.371,0.694,75.4
9,1,0.161,0.682,55.7
8,0,0.725,0.661,47.8
7,1,0.415,0.985,64.0
10,1,0.704,0.228,63.6
8,0,0.294,0.03,19.6
19,0,0.132,0.678,24.4
19,1,0.132,0.172,41.0
8,0,0.203,0.679,28.0
7,1,0.115,0.32,41.9
14,0,0.221,0.043,11.0
1,0,0.579,0.77,53.2
23,0,0.256,0.052,32.0
0,0,0.343,0.224,34.7
8,0,0.053,0.336,17.3
8,0,0.892,0.133,49.4
12,0,0.138,0.914,25.3
7,0,0.349,0.622,39.2
20,0,0.379,0.875,40.6
4,1,0.772,0.682,88.0
2,0,0.484,0.992,52.2
20,1,0.383,0.525,58.0
3,1,0.696,0.054,66.5
16,0,0.597,0.161,32.5
15,0,0.078,0.588,20.9
15,1,0.313,0.348,48.7
19,1,0.979,0.113,74.9
2,0,0.483,0.238,37.5
5,1,0.424,0.475,60.4
0,0,0.15,0.518,30.6
20,0,0.839,0.935,61.0
15,0,0.133,0.091,19.5
14,0,0.105,0.358,20.3
6,1,0.439,0.506,60.9
1,1,0.437,0.113,58.6
9,0,0.981,0.688,64.9
14,0,0.128,0.515,22.5
5,0,0.484,0.46,45.7
1,0,0.201,0.656,38.1
23,0,0.702,0.288,45.4
23,0,0.392,0.339,38.6
16,0,0.648,0.163,29.8
0,0,0.338,0.524,41.5
0,1,0.565,0.372,71.0
3,1,0.469,0.26,62.1
19,0,0.374,0.125,25.8
15,0,0.538,0.023,25.9
7,0,0.384,0.193,23.2
0,0,0.806,0.247,53.8
18,1,0.495,0.485,59.5
10,0,0.903,0.241,46.6
16,0,0.223,0.818,33.4
9,0,0.112,0.474,16.8
11,1,0.381,0.624,55.2
8,0,0.184,0.208,15.8
6,0,0.393,0.416,28.9
11,1,0.207,0.603,52.3
14,0,0.868,0.311,51.8
7,0,0.568,0.336,34.3
16,0,0.498,0.807,41.2
4,1,0.788,0.837,86.3
13,1,0.13,0.533,43.6
1,0,0.857,0.896,69.2
15,0,0.483,0.737,39.2
16,0,0.136,0.055,15.3
2,0,0.819,0.559,62.4
22,0,0.461,0.698,50.0
0,0,0.605,0.541,45.6
17,0,0.894,0.832,59.4
17,1,0.891,0.301,68.8
3,0,0.893,0.065,46.4
14,0,0.417,0.634,35.0
18,0,0.75,0.731,53.7
18,0,0.233,0.765,31.8
9,0,0.831,0.011,35.8
4,0,0.342,0.673,50.5
18,1,0.464,0.021,51.4
10,1,0.891,0.775,78.6
6,0,0.806,0.703,45.2
4,0,0.953,0.567,63.8
19,0,0.363,0.506,23.8
11,1,0.151,0.715,47.3
18,0,0.91,0.057,37.5
14,0,0.493,0.832,39.1
11,1,0.889,0.201,68.0
3,1,0.732,0.478,76.2
11,1,0.875,0.487,81.6
17,1,0.655,0.777,71.2
16,0,0.812,0.193,45.3
18,1,0.12,0.3,42.5
15,0,0.968,0.663,56.4
10,1,0.181,0.413,44.1
1,0,0.025,0.299,26.0
15,0,0.531,0.621,35.6
0,0,0.712,0.087,43.3
16,0,0.716,0.79,47.5
17,0,0.339,0.525,29.3
12,0,0.754,0.206,36.5
4,0,0.843,0.409,59.7
23,0,0.61,0.131,45.2
5,0,0.386,0.617,40.6
0,0,0.614,0.669,54.5
9,0,0.862,0.405,45.1
4,1,0.9,0.34,83.3
0,0,0.032,0.85,36.8
22,0,0.122,0.576,31.7
10,0,0.005,0.667,18.2
23,1,0.492,0.128,69.1
23,0,0.436,0.713,47.8
6,0,0.546,0.445,33.2
17,1,0.684,0.367,61.9
20,1,0.366,0.929,70.1
19,1,0.209,0.054,37.2
20,0,0.395,0.196,22.6
9,1,0.009,0.375,37.9
14,0,0.829,0.324,46.9
3,1,0.384,0.511,61.8
15,1,0.623,0.401,62.1
14,1,0.325,0.788,54.7
14,0,0.615,0.768,44.5
11,1,0.54,0.772,69.5
7,0,0.209,0.369,20.0
7,0,0.625,0.407,44.1
17,0,0.11,0.72,21.3
5,0,0.481,0.124,37.4
4,0,0.72,0.852,64.8
1,0,0.549,0.541,50.8
11,0,0.746,0.849,59.7
3,0,0.273,0.794,42.8
22,1,0.049,0.374,46.8
12,1,0.056,0.102,34.5
16,0,0.269,0.921,31.7
15,1,0.408,0.345,53.6
8,0,0.538,0.374,37.7
0,1,0.758,0.909,90.6
14,0,0.84,0.917,56.6
11,1,0.694,0.263,60.9
4,1,0.463,0.089,61.3
22,0,0.264,0.001,27.2
23,0,0.428,0.438,37.1
17,0,0.273,0.569,24.3
19,0,0.624,0.27,34.5
1,0,0.818,0.26,48.9
3,0,0.518,0.357,37.4
14,0,0.046,0.263,9.0
5,0,0.94,0.858,70.9
21,1,0.294,0.643,54.9
11,1,0.915,0.829,81.8
17,0,0.813,0.86,51.9
19,0,0.413,0.435,31.3
3,0,0.057,0.478,27.8
0,0,0.948,0.978,76.2
14,0,0.659,0.817,40.2
17,1,0.25,0.798,50.7
13,1,0.534,0.584,65.8
2,0,0.635,0.461,51.1
14,0,0.227,0.895,34.8
4,1,0.094,0.805,57.2
23,1,0.267,0.517,59.9
21,1,0.048,0.27,33.5
2,0,0.07,0.147,13.7
21,0,0.157,0.553,22.7
6,0,0.158,0.296,21.5
5,0,0.248,0.264,29.7
21,1,0.937,0.106,67.5
0,0,0.576,0.034,35.4
18,1,0.423,0.783,65.9
6,0,0.564,0.108,30.0
3,1,0.006,0.889,58.4
11,0,0.895,0.214,40.7
19,0,0.532,0.76,38.7
22,0,0.452,0.823,51.7
17,0,0.942,0.793,56.9
8,1,0.73,0.873,74.7
18,0,0.337,0.34,32.8
21,1,0.936,0.986,87.4
3,0,0.852,0.28,54.2
0,0,0.955,0.934,71.5
8,1,0.096,0.437,40.6
14,1,0.955,0.057,69.1
21,0,0.543,0.785,48.2
7,1,0.672,0.787,73.9
14,0,0.212,0.197,12.6
14,0,0.14,0.824,25.8
17,1,0.079,0.158,36.6
6,0,0.422,0.151,20.4
21,0,0.221,0.809,28.6
17,0,0.082,0.29,11.2
15,0,0.955,0.077,43.6
1,0,0.733,0.956,63.7
3,0,0.518,0.557,49.0
19,1,0.743,0.448,65.2
15,0,0.611,0.504,39.3
2,0,0.178,0.67,34.5
23,1,0.633,0.862,81.9
22,0,0.681,0.673,53.2
1,1,0.237,0.74,64.1
2,1,0.32,0.18,57.9
4,1,0.383,0.384,58.8
1,0,0.603,0.585,56.0
18,0,0.127,0.619,25.3
23,0,0.743,0.271,45.4
19,0,0.346,0.975,42.7
1,0,0.692,0.118,49.6
1,0,0.933,0.112,53.1
21,0,0.87,0.229,45.0
23,0,0.738,0.754,59.9
22,0,0.193,0.037,19.3
19,1,0.732,0.988,82.1
17,0,0.636,0.988,44.5
19,0,0.773,0.16,40.0
20,0,0.869,0.401,52.5
13,0,0.311,0.204,16.5
14,0,0.644,0.408,38.1
11,0,0.275,0.533,30.1
10,0,0.346,0.823,36.5
10,1,0.521,0.036,54.0
6,0,0.434,0.987,40.0
11,0,0.601,0.941,45.0
15,0,0.759,0.57,46.2
4,0,0.605,0.481,49.6
1,0,0.97,0.551,66.6
21,0,0.738,0.018,36.2
15,1,0.985,0.738,87.1
22,0,0.743,0.496,55.0
14,0,0.508,0.286,27.9
10,0,0.411,0.462,26.6
5,1,0.736,0.293,77.6
12,0,0.687,0.7,49.5
18,0,0.669,0.614,50.0
9,1,0.722,0.388,73.9
23,1,0.872,0.314,84.1
18,0,0.228,0.878,32.8
4,0,0.565,0.682,50.0
20,0,0.603,0.716,40.8
6,0,0.293,0.619,29.3
10,0,0.988,0.075,45.7
13,1,0.786,0.059,68.3
22,1,0.321,0.429,63.2
20,0,0.358,0.93,37.3
15,1,0.718,0.525,66.6
17,1,0.011,0.876,49.6
20,1,0.464,0.097,50.9
22,1,0.343,0.724,66.9
22,0,0.854,0.245,52.0
3,0,0.791,0.524,58.8
0,0,0.332,0.293,32.9
21,0,0.865,0.712,52.9
14,0,0.914,0.401,48.1
13,0,0.552,0.462,44.8
18,0,0.159,0.245,16.7
4,0,0.77,0.281,49.0
3,0,0.319,0.179,23.6
12,0,0.527,0.554,32.2
