traffic_density,weather_severity,time_of_day,road_condition_index,historical_incidents,risk_score
0.596,0.661,10,0.466,4,0.5765
0.501,0.365,1,0.761,4,0.4209
0.982,0.028,5,0.543,0,0.4124
0.831,0.974,21,0.181,4,0.8316
0.912,0.819,17,0.269,1,0.7247
0.254,0.073,22,0.568,3,0.2785
0.773,0.449,13,0.693,3,0.5702
0.265,0.635,11,0.508,1,0.4838
0.209,0.191,8,0.62,4,0.3463
0.944,0.578,12,0.789,0,0.5207
0.019,0.534,19,0.545,0,0.2625
0.965,0.208,20,0.977,3,0.4864
0.149,0.141,21,0.236,0,0.3251
0.819,0.759,0,0.92,1,0.4889
0.276,0.323,7,0.248,3,0.436
0.351,0.244,8,0.532,2,0.2349
0.217,0.738,16,0.456,1,0.5542
0.586,0.736,12,0.373,1,0.5955
0.348,0.276,3,0.963,0,0.2745
0.657,0.873,5,0.272,0,0.642
0.016,0.688,12,0.675,0,0.3342
0.064,0.346,16,0.804,2,0.2948
0.1,0.427,18,0.197,1,0.4731
0.419,0.727,22,0.973,4,0.4914
0.815,0.212,23,0.547,3,0.576
0.888,0.469,7,0.914,0,0.513
0.245,0.654,20,0.664,0,0.4277
0.574,0.539,16,0.649,1,0.4618
0.768,0.608,16,0.346,2,0.603
0.289,0.546,23,0.771,0,0.3264
0.409,0.199,20,0.03,2,0.43
0.524,0.41,14,0.556,2,0.4666
0.135,0.532,0,0.032,4,0.4203
0.026,0.78,1,0.307,2,0.4158
0.153,0.654,19,0.096,4,0.4851
0.627,0.427,9,0.912,3,0.4826
0.074,0.974,15,0.628,2,0.5401
0.19,0.108,22,0.669,3,0.2104
0.338,0.207,3,0.851,2,0.2733
0.078,0.341,7,0.733,4,0.3338
0.192,0.229,15,0.124,4,0.4112
0.911,0.625,6,0.618,3,0.6415
0.019,0.04,4,0.978,1,0.0276
0.653,0.177,22,0.214,1,0.5333
0.384,0.293,7,0.62,1,0.3068
0.673,0.683,2,0.564,2,0.5216
0.589,0.876,2,0.392,1,0.5468
0.223,0.798,17,0.955,3,0.4816
0.847,0.182,3,0.356,1,0.4295
0.492,0.565,3,0.094,3,0.4953
0.823,0.03,14,0.963,3,0.4069
0.406,0.311,14,0.729,2,0.4361
0.985,0.806,3,0.342,4,0.8056
0.77,0.457,1,0.281,2,0.5733
0.966,0.15,22,0.928,2,0.4483
0.514,0.439,2,0.274,0,0.4056
0.474,0.198,9,0.537,1,0.2957
0.755,0.393,0,0.215,1,0.5309
0.88,0.488,17,0.995,3,0.5339
0.964,0.35,4,0.77,4,0.6019
0.325,0.937,8,0.568,1,0.5128
0.799,0.563,19,0.746,1,0.5952
0.211,0.843,5,0.916,4,0.5779
0.546,0.761,18,0.963,1,0.6346
0.18,0.661,8,0.786,0,0.3215
0.347,0.497,17,0.849,1,0.4689
0.931,0.002,23,0.398,0,0.4641
0.146,0.613,14,0.392,2,0.439
0.632,0.356,14,0.808,2,0.4516
0.593,0.118,13,0.76,0,0.3133
0.121,0.445,2,0.901,3,0.1963
0.326,0.736,7,0.133,0,0.4954
0.563,0.962,18,0.691,3,0.6506
0.187,0.374,10,0.648,4,0.3586
0.801,0.543,3,0.799,4,0.5112
0.972,0.851,14,0.025,0,0.7811
0.215,0.334,23,0.826,3,0.3631
0.187,0.142,9,0.326,2,0.2853
0.455,0.282,19,0.687,0,0.3794
0.748,0.899,10,0.617,0,0.6797
0.282,0.159,8,0.44,3,0.2391
0.02,0.329,21,0.746,4,0.2977
0.541,0.465,16,0.961,2,0.4215
0.957,0.847,8,0.323,3,0.8117
0.391,0.938,22,0.748,3,0.6107
0.42,0.426,8,0.315,2,0.425
0.969,0.932,23,0.846,0,0.6614
0.695,0.161,8,0.437,0,0.4362
0.719,0.157,22,0.449,1,0.4721
0.563,0.949,21,0.772,2,0.629
0.975,0.51,1,0.496,3,0.6823
0.689,0.186,12,0.267,1,0.4965
0.895,0.488,22,0.996,1,0.6
0.699,0.783,0,0.62,1,0.4872
0.735,0.827,5,0.645,0,0.6048
0.29,0.864,5,0.647,4,0.4955
0.303,0.57,15,0.883,1,0.3916
0.783,0.867,11,0.184,3,0.6966
0.297,0.51,14,0.059,0,0.4644
0.563,0.607,6,0.387,4,0.5711
0.249,0.759,1,0.565,4,0.5233
0.817,0.425,11,0.286,1,0.5452
0.111,0.074,19,0.689,1,0.1963
0.829,0.35,1,0.074,0,0.4838
0.603,0.624,3,0.791,1,0.4603
0.187,0.192,2,0.718,0,0.1675
0.542,0.148,1,0.214,4,0.4796
0.282,0.293,17,0.298,3,0.3955
0.323,0.032,2,0.807,3,0.2656
0.352,0.743,9,0.773,2,0.4521
0.063,0.259,11,0.814,2,0.2942
0.986,0.124,3,0.322,2,0.554
0.032,0.699,22,0.97,3,0.459
0.662,0.843,19,0.715,1,0.6062
0.371,0.02,6,0.065,0,0.2903
0.646,0.234,19,0.478,3,0.556
0.356,0.945,18,0.665,2,0.5728
0.674,0.385,7,0.169,2,0.5418
0.729,0.939,2,0.902,1,0.6194
0.691,0.274,14,0.754,2,0.4184
0.114,0.218,7,0.081,2,0.2753
0.657,0.214,17,0.913,0,0.307
0.28,0.085,13,0.404,1,0.3569
0.029,0.896,18,0.452,4,0.6236
0.415,0.98,3,0.783,4,0.6429
0.434,0.955,2,0.644,2,0.6318
0.467,0.852,21,0.438,2,0.6772
0.705,0.847,8,0.26,0,0.6327
0.309,0.661,9,0.517,4,0.5007
0.315,0.826,7,0.579,1,0.4484
0.061,0.208,19,0.631,1,0.2853
0.687,0.388,1,0.605,3,0.429
0.568,0.641,0,0.617,3,0.5101
0.349,0.875,3,0.476,1,0.5313
0.705,0.66,15,0.562,3,0.6342
0.537,0.839,4,0.289,0,0.6221
0.469,0.474,17,0.158,2,0.6174
0.511,0.717,13,0.607,1,0.5388
0.636,0.98,12,0.047,4,0.8479
0.66,0.153,15,0.065,4,0.5407
0.289,0.927,14,0.247,1,0.6059
0.141,0.522,18,0.194,3,0.5001
0.157,0.643,3,0.374,3,0.5468
0.639,0.878,18,0.371,1,0.7611
0.873,0.41,23,0.117,1,0.6752
0.409,0.419,12,0.247,1,0.4452
0.17,0.527,10,0.005,0,0.4075
0.757,0.019,17,0.351,4,0.4725
0.832,0.497,10,0.796,0,0.5344
0.881,0.291,21,0.266,0,0.5645
0.607,0.928,0,0.643,2,0.5906
0.861,0.088,14,0.098,0,0.4936
0.015,0.459,23,0.012,4,0.4854
0.107,0.947,9,0.498,3,0.5264
0.093,0.901,21,0.461,4,0.6571
0.713,0.701,3,0.192,1,0.5891
0.07,0.589,5,0.287,1,0.3135
0.496,0.281,1,0.031,1,0.4261
0.473,0.367,16,0.798,0,0.3346
0.311,0.09,11,0.301,2,0.3059
0.87,0.786,21,0.219,3,0.8547
0.17,0.324,23,0.805,0,0.3259
0.352,0.668,4,0.039,1,0.5186
0.774,0.358,23,0.285,4,0.6087
0.03,0.464,18,0.263,1,0.362
0.673,0.555,5,0.263,4,0.7875
0.816,0.802,16,0.011,3,0.8908
0.932,0.211,18,0.935,1,0.4492
0.876,0.399,19,0.864,3,0.5815
0.319,0.13,20,0.414,1,0.2061
0.586,0.076,2,0.445,1,0.2967
0.077,0.605,7,0.524,4,0.4556
0.258,0.189,4,0.478,2,0.264
0.094,0.06,22,0.779,4,0.2598
0.315,0.897,4,0.488,0,0.5049
0.875,0.534,23,0.189,3,0.7725
0.347,0.135,16,0.117,3,0.3245
0.562,0.053,18,0.918,2,0.2763
0.433,0.12,18,0.048,1,0.4314
0.459,0.471,9,0.898,3,0.3763
0.97,0.668,2,0.69,2,0.6807
0.296,0.641,21,0.405,0,0.4786
0.627,0.144,12,0.187,3,0.3816
0.42,0.633,15,0.31,0,0.4916
0.061,0.405,11,0.53,4,0.4251
0.489,0.465,21,0.657,3,0.43
0.813,0.801,20,0.691,3,0.7277
0.099,0.332,16,0.447,1,0.3354
0.07,0.147,1,0.374,0,0.1622
0.154,0.873,15,0.768,4,0.5113
0.764,0.212,10,0.925,2,0.3922
0.724,0.294,0,0.914,4,0.404
0.565,0.707,11,0.552,3,0.6275
0.468,0.684,5,0.079,0,0.5423
0.888,0.8,18,0.073,3,0.8911
0.767,0.184,4,0.403,2,0.449
0.812,0.352,21,0.733,2,0.542
0.813,0.126,20,0.497,3,0.5501
0.643,0.541,2,0.627,3,0.4338
0.458,0.293,17,0.843,3,0.3868
0.865,0.689,17,0.04,0,0.6979
0.926,0.0,11,0.924,1,0.3166
0.024,0.06,17,0.331,2,0.2271
0.052,0.433,9,0.047,0,0.4441
0.959,0.958,3,0.835,2,0.6566
0.277,0.891,19,0.934,3,0.5225
0.873,0.994,18,0.769,2,0.8665
0.389,0.417,23,0.805,4,0.4795
0.119,0.047,3,0.871,2,0.1877
0.08,0.306,23,0.522,4,0.4233
0.157,0.676,10,0.68,0,0.3666
0.25,0.135,2,0.286,0,0.287
0.489,0.3,14,0.25,4,0.5409
0.701,0.056,15,0.609,2,0.4747
0.986,0.475,11,0.735,0,0.538
0.442,0.209,17,0.397,2,0.3652
0.518,0.091,23,0.4,1,0.4127
0.522,0.411,5,0.954,1,0.3554
0.539,0.351,14,0.518,4,0.4564
0.518,0.538,1,0.986,4,0.4652
0.009,0.749,22,0.863,2,0.4434
0.002,0.113,11,0.64,1,0.145
0.098,0.791,9,0.009,1,0.5425
0.102,0.026,22,0.296,4,0.3273
0.705,0.443,3,0.418,3,0.5095
0.205,0.587,7,0.653,2,0.4199
0.895,0.957,14,0.396,2,0.7872
0.929,0.574,18,0.828,0,0.6077
0.976,0.159,15,0.663,4,0.6081
0.939,0.518,12,0.347,0,0.5722
0.272,0.396,14,0.784,3,0.4166
0.51,0.479,13,0.303,0,0.4791
0.175,0.197,14,0.063,3,0.3769
0.806,0.501,11,0.173,0,0.6386
0.888,0.15,10,0.003,4,0.6115
0.851,0.744,20,0.832,3,0.6426
0.433,0.594,2,0.627,2,0.4644
0.759,0.079,13,0.571,4,0.4664
0.098,0.89,1,0.662,4,0.4961
0.04,0.616,17,0.654,1,0.3655
0.753,0.316,2,0.565,2,0.4382
0.425,0.046,8,0.842,0,0.1884
0.996,0.632,10,0.441,4,0.623
0.097,0.373,2,0.805,0,0.2369
0.856,0.908,4,0.787,4,0.6762
0.48,0.035,8,0.2,2,0.3343
0.827,0.039,9,0.454,4,0.4603
0.817,0.949,5,0.835,0,0.6947
0.916,0.965,5,0.831,0,0.5734
0.298,0.028,10,0.024,2,0.2921
0.95,0.716,16,0.223,0,0.7326
0.152,0.221,1,0.424,3,0.1333
0.082,0.701,8,0.047,4,0.5209
0.432,0.869,23,0.261,3,0.6788
0.828,0.101,17,0.258,1,0.4641
0.473,0.239,4,0.215,1,0.3765
0.829,0.024,20,0.397,4,0.5305
0.73,0.044,5,0.813,0,0.224
0.209,0.03,3,0.244,2,0.2673
0.949,0.801,8,0.582,1,0.6658
0.061,0.298,4,0.558,0,0.2754
0.898,0.493,3,0.818,2,0.5684
0.304,0.788,8,0.394,4,0.5612
0.5,0.495,17,0.224,0,0.555
0.422,0.429,10,0.892,3,0.3327
0.172,0.012,15,0.833,4,0.1662
0.358,0.568,1,0.622,1,0.4571
0.193,0.125,15,0.093,4,0.3579
0.204,0.765,18,0.016,4,0.6795
0.187,0.258,9,0.183,2,0.33
0.489,0.674,3,0.197,1,0.5656
0.798,0.646,11,0.136,2,0.658
0.569,0.617,8,0.262,4,0.5468
0.893,0.267,12,0.338,0,0.5496
0.637,0.267,4,0.754,3,0.4704
0.689,0.863,1,0.71,3,0.5395
0.668,0.013,2,0.104,2,0.396
0.449,0.182,7,0.977,0,0.2231
0.689,0.61,5,0.752,3,0.5827
0.07,0.817,4,0.163,0,0.4747
0.86,0.358,3,0.124,2,0.5809
0.778,0.653,19,0.088,1,0.6319
0.245,0.557,15,0.732,0,0.4011
0.768,0.065,7,0.236,0,0.3853
0.013,0.622,11,0.073,1,0.3892
0.217,0.814,21,0.422,4,0.6213
0.065,0.992,4,0.709,4,0.4911
0.78,0.03,4,0.305,4,0.5018
0.756,0.66,21,0.483,2,0.6584
0.814,0.415,12,0.193,4,0.6796
0.004,0.01,10,0.429,2,0.2187
0.501,0.614,10,0.359,1,0.5445
0.705,0.122,18,0.434,0,0.3305
0.155,0.379,6,0.466,3,0.3267
0.65,0.261,16,0.092,3,0.4907
0.084,0.361,4,0.093,2,0.2774
0.181,0.493,5,0.261,2,0.2581
0.476,0.359,17,0.116,0,0.4266
0.654,0.553,17,0.253,1,0.5877
0.146,0.239,8,0.025,0,0.3142
0.185,0.635,17,0.351,2,0.4966
0.204,0.854,18,0.213,0,0.583
0.239,0.224,16,0.892,2,0.2683
0.227,0.508,8,0.858,3,0.326
0.395,0.649,0,0.3,0,0.4537
0.654,0.565,19,0.475,1,0.5012
0.438,0.366,22,0.956,3,0.4041
0.776,0.642,17,0.524,1,0.674
0.719,0.028,23,0.848,1,0.3053
0.127,0.37,12,0.826,2,0.2655
0.049,0.533,7,0.941,1,0.2463
0.878,0.021,13,0.306,4,0.5513
0.08,0.508,2,0.043,1,0.3612
0.148,0.654,3,0.104,0,0.4981
0.022,0.759,10,0.571,2,0.4427
0.628,0.113,6,0.53,2,0.3927
0.582,0.991,20,0.298,4,0.7741
0.987,0.606,4,0.249,2,0.5786
0.887,0.363,1,0.709,2,0.5221
0.411,0.249,5,0.341,3,0.3383
0.372,0.573,19,0.604,3,0.597
0.297,0.882,4,0.712,3,0.5638
0.152,0.521,14,0.43,4,0.413
0.138,0.661,10,0.193,2,0.4911
0.132,0.358,4,0.861,2,0.2053
0.114,0.388,17,0.094,2,0.4965
0.241,0.286,7,0.829,1,0.3961
0.307,0.706,10,0.837,2,0.3817
0.962,0.359,16,0.571,2,0.5408
0.578,0.191,13,0.629,0,0.398
0.988,0.369,1,0.358,0,0.5554
0.372,0.854,6,0.842,2,0.4479
0.458,0.738,22,0.264,1,0.6013
0.325,0.335,17,0.56,1,0.3742
0.183,0.907,0,0.002,4,0.5848
0.143,0.075,14,0.94,4,0.1903
0.945,0.05,0,0.948,2,0.2734
0.987,0.127,16,0.71,3,0.5959
0.045,0.116,21,0.423,1,0.2701
0.15,0.088,6,0.179,3,0.3697
0.424,0.661,15,0.492,4,0.5448
0.186,0.601,1,0.791,1,0.3098
0.364,0.648,14,0.605,3,0.5354
0.129,0.688,21,0.527,2,0.424
0.457,0.757,19,0.849,3,0.6179
0.272,0.207,10,0.313,4,0.3389
0.352,0.622,23,0.86,1,0.4832
0.094,0.58,23,0.439,1,0.4317
0.428,0.944,1,0.002,1,0.6381
0.983,0.232,10,0.732,2,0.5431
0.329,0.059,20,0.878,1,0.1608
0.876,0.653,15,0.484,3,0.6258
0.843,0.74,1,0.455,0,0.6056
0.952,0.283,18,0.805,0,0.4986
0.79,0.571,15,0.885,2,0.5243
0.66,0.06,7,0.974,3,0.3031
0.857,0.96,20,0.346,2,0.6637
0.076,0.11,19,0.595,0,0.2393
0.463,0.068,4,0.823,1,0.2793
0.989,0.044,7,0.532,0,0.4189
0.77,0.427,13,0.462,0,0.4756
0.962,0.097,13,0.572,0,0.4484
0.78,0.745,22,0.357,2,0.7353
0.875,0.899,21,0.192,4,0.8167
0.707,0.26,17,0.067,2,0.6215
0.761,0.629,4,0.61,4,0.6917
0.523,0.042,9,0.379,2,0.3735
0.924,0.387,14,0.883,0,0.4098
0.825,0.293,12,0.223,1,0.5382
0.844,0.229,8,0.311,3,0.5385
0.673,0.645,8,0.971,4,0.6461
0.305,0.13,18,0.556,2,0.3277
0.036,0.861,8,0.347,1,0.3809
0.936,0.665,4,0.861,3,0.5841
0.586,0.711,5,0.743,1,0.4942
0.298,0.935,22,0.573,4,0.6775
0.149,0.942,9,0.889,4,0.5072
0.83,0.552,9,0.094,3,0.6567
0.837,0.495,5,0.394,3,0.5167
0.815,0.335,20,0.811,4,0.5184
0.645,0.716,0,0.386,4,0.6002
0.366,0.538,19,0.927,0,0.3791
0.304,0.933,12,0.153,3,0.7358
0.009,0.239,7,0.337,3,0.3082
0.834,0.31,23,0.426,4,0.5756
0.087,0.316,12,0.687,2,0.3031
0.631,0.806,5,0.195,0,0.5496
0.504,0.099,18,0.01,2,0.3922
0.527,0.456,11,0.977,4,0.4121
0.927,0.428,14,0.899,0,0.4971
0.032,0.073,7,0.3,0,0.2056
0.773,0.411,22,0.483,4,0.6479
0.052,0.513,10,0.489,1,0.3641
0.038,0.065,8,0.869,1,0.1618
0.43,0.51,18,0.597,3,0.5471
0.063,0.959,10,0.826,4,0.4767
0.789,0.979,5,0.912,4,0.6597
0.53,0.532,14,0.566,2,0.5423
0.029,0.515,16,0.285,4,0.499
0.041,0.286,11,0.499,1,0.2821
0.613,0.997,23,0.851,4,0.7796
0.806,0.274,1,0.584,2,0.4645
0.438,0.453,20,0.896,3,0.5181
0.555,0.003,21,0.895,0,0.243
0.8,0.349,3,0.373,3,0.5782
0.611,0.071,2,0.448,2,0.3345
0.225,0.744,1,0.678,4,0.4006
0.613,0.561,18,0.111,1,0.5944
0.628,0.572,4,0.466,4,0.5961
0.734,0.287,16,0.149,0,0.5825
0.621,0.815,15,0.848,1,0.5804
0.969,0.003,15,0.943,3,0.4034
0.197,0.334,11,0.142,2,0.4233
0.951,0.659,3,0.667,3,0.5544
0.538,0.908,16,0.637,0,0.6085
0.672,0.235,18,0.76,0,0.3029
0.099,0.541,1,0.696,4,0.2804
0.381,0.538,4,0.217,4,0.4601
0.769,0.874,0,0.291,4,0.7434
0.707,0.051,13,0.165,0,0.3895
0.04,0.424,22,0.921,1,0.2353
0.547,0.182,8,0.522,3,0.4309
0.088,0.022,16,0.976,3,0.1226
0.996,0.147,11,0.449,2,0.5348
0.897,0.976,23,0.553,2,0.8191
0.021,0.215,23,0.789,1,0.211
0.859,0.935,22,0.797,4,0.7832
0.919,0.205,19,0.231,4,0.6613
0.354,0.931,11,0.288,1,0.5353
0.72,0.655,14,0.098,3,0.7936
0.442,0.113,15,0.805,4,0.3249
0.655,0.582,22,0.794,3,0.6009
0.34,0.319,17,0.081,0,0.3574
0.323,0.383,21,0.257,2,0.5825
0.424,0.44,13,0.45,4,0.4387
0.146,0.423,11,0.542,2,0.3507
0.831,0.664,10,0.523,1,0.6664
0.349,0.768,14,0.983,0,0.4781
0.4,0.329,20,0.764,4,0.4771
0.894,0.924,20,0.113,4,0.8773
0.497,0.938,7,0.294,3,0.7779
0.544,0.041,16,0.345,2,0.353
0.956,0.015,7,0.315,0,0.4268
0.887,0.425,3,0.786,3,0.5015
0.169,0.591,9,0.361,0,0.3613
0.473,0.278,5,0.492,0,0.3933
0.971,0.259,5,0.533,1,0.5521
0.372,0.678,16,0.27,1,0.5593
0.372,0.602,7,0.323,3,0.5604
0.195,0.167,12,0.78,3,0.2157
0.114,0.885,14,0.867,3,0.4424
0.74,0.68,3,0.037,0,0.5019
0.77,0.363,14,0.605,4,0.4273
0.969,0.684,22,0.633,1,0.7738
0.773,0.113,13,0.737,4,0.444
0.243,0.468,10,0.694,2,0.4071
0.04,0.169,19,0.877,1,0.2038
0.985,0.041,16,0.078,2,0.6013
0.34,0.338,9,0.388,2,0.4271
0.312,0.151,5,0.782,3,0.1764
0.906,0.634,5,0.847,0,0.5933
0.585,0.674,0,0.265,4,0.6314
0.215,0.149,4,0.585,2,0.1251
0.889,0.025,3,0.181,3,0.4982
0.993,0.793,10,0.851,0,0.5528
0.087,0.002,16,0.73,1,0.2263
0.862,0.344,6,0.222,2,0.5981
0.391,0.495,19,0.624,3,0.4936
0.524,0.819,2,0.509,3,0.5991
0.915,0.839,1,0.259,3,0.6721
0.973,0.725,7,0.893,1,0.6419
0.262,0.247,4,0.148,0,0.2953
0.213,0.72,4,0.467,4,0.4503
0.081,0.247,9,0.583,4,0.2566
0.562,0.215,11,0.824,2,0.2882
0.014,0.547,16,0.15,0,0.4916
0.412,0.679,13,0.609,2,0.5574
0.073,0.053,4,0.007,4,0.3408
0.405,0.06,4,0.823,1,0.1459
0.04,0.784,23,0.235,0,0.3945
0.835,0.859,5,0.721,0,0.6028
0.21,0.604,14,0.602,2,0.4219
0.328,0.429,4,0.05,2,0.4592
0.87,0.845,7,0.183,1,0.8334
0.746,0.729,0,0.268,0,0.5448
0.219,0.58,20,0.887,4,0.366
0.072,0.32,2,0.481,4,0.2429
0.716,0.198,20,0.914,3,0.4516
0.391,0.419,18,0.047,4,0.6448
0.766,0.287,14,0.007,3,0.6325
0.445,0.339,3,0.948,3,0.2635
0.346,0.516,1,0.724,2,0.4545
0.451,0.169,16,0.783,4,0.3409
0.749,0.806,11,0.916,3,0.5275
0.902,0.146,19,0.985,4,0.4888
0.05,0.481,7,0.098,4,0.4159
0.524,0.746,4,0.158,4,0.7366
0.033,0.485,9,0.189,1,0.2951
0.468,0.361,18,0.818,3,0.5101
0.885,0.475,8,0.356,4,0.6036
0.362,0.849,15,0.593,2,0.5361
0.932,0.99,0,0.855,1,0.6362
0.631,0.631,14,0.683,3,0.6469
0.934,0.793,1,0.065,0,0.6294
0.757,0.014,13,0.446,3,0.3901
0.103,0.88,20,0.068,1,0.5853
0.231,0.954,15,0.479,2,0.6001
0.394,0.575,9,0.219,1,0.5311
0.17,0.754,11,0.001,4,0.5704
0.495,0.513,12,0.813,1,0.474
0.471,0.286,19,0.969,0,0.2031
0.956,0.852,8,0.964,0,0.641
0.434,0.597,1,0.299,4,0.5541
0.786,0.579,18,0.829,4,0.5764
0.942,0.659,14,0.679,0,0.652
0.877,0.856,14,0.8,2,0.6475
0.209,0.732,23,0.846,1,0.4515
0.496,0.211,0,0.98,0,0.1582
0.348,0.467,17,0.152,4,0.5672
0.4,0.98,20,0.77,4,0.7063
0.361,0.555,6,0.734,2,0.3783
0.826,0.938,9,0.288,3,0.7801
0.452,0.813,8,0.393,4,0.6267
0.524,0.666,18,0.177,2,0.6097
0.982,0.349,10,0.913,0,0.4869
0.06,0.304,3,0.879,3,0.3425
0.488,0.643,0,0.614,0,0.5013
0.774,0.433,11,0.512,2,0.5281
0.151,0.799,0,0.233,0,0.4619
0.612,0.76,16,0.79,1,0.5586
0.239,0.312,19,0.008,2,0.4221
0.867,0.703,8,0.463,3,0.7457
0.327,0.495,7,0.861,4,0.4006
0.329,0.323,3,0.618,0,0.282
0.598,0.413,7,0.635,2,0.5974
0.184,0.895,22,0.071,0,0.6314
0.285,0.36,21,0.287,2,0.422
0.417,0.287,9,0.674,2,0.3731
0.354,0.352,17,0.05,3,0.4986
0.525,0.215,14,0.331,0,0.4217
0.6,0.545,18,0.354,0,0.4761
0.567,0.147,19,0.499,2,0.3876
0.654,0.817,22,0.362,1,0.7166
0.308,0.226,23,0.454,4,0.4436
0.126,0.598,10,0.547,4,0.448
0.761,0.125,23,0.128,1,0.5543
0.851,0.978,3,0.18,3,0.8083
0.257,0.455,8,0.833,1,0.2398
0.407,0.822,7,0.46,1,0.4581
0.499,0.769,15,0.355,3,0.7088
0.533,0.714,12,0.434,2,0.6639
0.659,0.827,4,0.175,0,0.746
0.042,0.1,12,0.24,4,0.2721
0.721,0.678,18,0.516,4,0.6295
0.062,0.266,1,0.359,4,0.2607
0.468,0.786,11,0.475,1,0.5096
0.828,0.957,8,0.15,2,0.7427
0.451,0.901,0,0.156,2,0.6936
0.149,0.115,22,0.384,1,0.2681
0.985,0.37,13,0.379,3,0.5756
0.889,0.364,6,0.883,3,0.4282
0.771,0.122,16,0.033,2,0.5526
0.412,0.098,22,0.993,1,0.2833
0.184,0.385,13,0.957,4,0.3747
0.941,0.992,16,0.542,0,0.72
0.532,0.569,1,0.719,2,0.4651
0.852,0.622,8,0.935,4,0.7122
0.342,0.471,14,0.251,2,0.4758
0.335,0.662,23,0.316,0,0.5216
0.986,0.957,15,0.111,3,0.8655
0.522,0.589,8,0.564,2,0.4843
0.141,0.065,3,0.159,1,0.2675
0.22,0.493,14,0.931,3,0.3026
0.482,0.993,20,0.432,3,0.6026
0.042,0.387,9,0.92,4,0.3499
0.463,0.594,6,0.205,1,0.5307
0.419,0.107,5,0.694,2,0.2445
0.779,0.141,14,0.648,2,0.5443
0.355,0.875,1,0.4,1,0.5125
0.983,0.3,23,0.898,3,0.4625
0.181,0.305,14,0.435,2,0.3572
0.591,0.387,17,0.198,2,0.5659
0.09,0.966,13,0.977,2,0.4859
0.734,0.084,17,0.441,0,0.3752
0.995,0.819,2,0.208,1,0.6689
0.819,0.342,19,0.364,0,0.5365
0.556,0.849,21,0.614,0,0.696
0.485,0.992,13,0.512,4,0.6981
0.835,0.349,5,0.635,2,0.4702
0.936,0.129,13,0.662,0,0.3958
0.989,0.144,1,0.123,1,0.4876
0.397,0.759,21,0.315,4,0.6895
0.991,0.145,15,0.749,4,0.5308
0.156,0.26,23,0.65,3,0.3546
0.254,0.204,15,0.088,3,0.4587
0.089,0.356,20,0.315,4,0.403
0.272,0.074,16,0.931,1,0.1937
0.768,0.857,15,0.862,0,0.5667
0.853,0.86,15,0.671,3,0.8084
0.779,0.413,7,0.073,0,0.6227
0.631,0.612,5,0.607,1,0.5093
0.514,0.642,17,0.012,0,0.5618
0.709,0.749,22,0.661,4,0.7061
0.391,0.521,13,0.731,3,0.4543
0.841,0.51,15,0.497,1,0.609
0.677,0.631,7,0.004,4,0.6756
0.698,0.703,17,0.667,1,0.6445
0.536,0.347,13,0.82,3,0.4021
0.885,0.33,16,0.586,0,0.5441
0.252,0.27,21,0.709,1,0.3698
0.381,0.549,21,0.09,3,0.6274
0.778,0.36,7,0.715,4,0.5673
0.493,0.54,15,0.614,3,0.5173
0.889,0.406,22,0.331,0,0.5434
0.346,0.837,23,0.685,3,0.6565
0.369,0.073,9,0.646,4,0.2968
0.889,0.572,9,0.599,4,0.6721
0.464,0.576,20,0.183,1,0.6123
0.516,0.384,17,0.296,4,0.6003
0.333,0.421,20,0.991,2,0.3615
0.277,0.8,17,0.433,4,0.5463
0.656,0.281,8,0.059,0,0.405
0.12,0.871,20,0.899,4,0.5347
0.879,0.896,0,0.173,1,0.7269
0.779,0.651,15,0.404,4,0.6474
0.191,0.773,9,0.278,3,0.5541
0.694,0.613,14,0.964,3,0.5217
0.603,0.525,4,0.378,3,0.5869
0.185,0.967,16,0.709,2,0.5898
0.273,0.283,8,0.598,1,0.3019
0.409,0.154,5,0.043,3,0.3675
0.699,0.287,1,0.384,3,0.4786
0.639,0.615,12,0.39,3,0.7263
0.532,0.185,22,0.99,1,0.2836
0.768,0.909,17,0.812,3,0.7483
0.758,0.411,19,0.857,2,0.5264
0.618,0.85,3,0.314,3,0.6502
0.787,0.249,9,0.329,0,0.4146
0.334,0.313,22,0.516,2,0.4957
0.881,0.059,21,0.631,0,0.4864
0.615,0.258,10,0.728,3,0.4575
0.822,0.49,12,0.821,3,0.5647
0.546,0.946,22,0.873,1,0.5301
0.218,0.389,21,0.025,0,0.4476
0.542,0.64,16,0.796,0,0.4378
0.371,0.428,10,0.611,4,0.4963
0.697,0.047,3,0.532,4,0.431
0.476,0.504,13,0.628,4,0.5504
0.836,0.066,2,0.882,4,0.4778
0.678,0.884,22,0.545,0,0.5943
0.685,0.753,22,0.162,1,0.6048
0.217,0.379,11,0.437,4,0.453
0.984,0.64,3,0.924,0,0.4698
0.842,0.112,15,0.814,1,0.4035
0.789,0.703,6,0.203,1,0.6307
0.33,0.823,19,0.714,4,0.5934
0.536,0.822,18,0.256,0,0.6263
0.137,0.284,17,0.349,2,0.3641
0.538,0.264,20,0.469,0,0.3297
0.146,0.521,8,0.441,1,0.4311
0.553,0.968,10,0.029,3,0.7497
0.649,0.921,18,0.774,4,0.7131
0.39,0.36,16,0.846,1,0.3003
0.499,0.78,20,0.531,2,0.6276
0.876,0.921,17,0.173,2,0.8489
0.109,0.261,5,0.248,2,0.2884
0.792,0.83,2,0.126,2,0.7027
